Ticker,Date,Open,High,Low,Close,Volume
INFY,2026-09-02,1137.7,1147.8,1118.6,1140.0,8564358
INFY,2026-09-03,1144.0,1144.0,1122.5,1130.3,5786250
INFY,2026-09-04,1133.0,1146.7,1125.4,1128.5,5696509
RELIANCE,2026-03-04,1323.88,1346.57,1300.98,1338.81,32495007
RELIANCE,2026-03-05,1346.87,1392.56,1346.87,1383.01,25957532
RELIANCE,2026-03-06,1390.07,1417.74,1383.9,1398.33,19311971
RELIANCE,2026-03-09,1368.67,1422.82,1363.69,1417.45,24870822
RELIANCE,2026-03-10,1424.02,1424.91,1394.15,1402.32,18071259
RELIANCE,2026-03-11,1418.34,1427.4,1377.23,1383.8,21848087
RELIANCE,2026-03-12,1383.6,1404.41,1374.74,1385.79,20939959
RELIANCE,2026-03-13,1378.82,1394.35,1372.06,1374.35,17265090
RELIANCE,2026-03-16,1373.65,1390.87,1357.22,1388.68,22837802
RELIANCE,2026-03-17,1392.56,1399.43,1381.81,1391.17,19007744
RELIANCE,2026-03-18,1390.77,1406.4,1390.77,1401.62,9559327
RELIANCE,2026-03-19,1381.61,1409.18,1369.77,1378.43,16498373
RELIANCE,2026-03-20,1391.57,1423.42,1389.67,1407.89,22994918
RELIANCE,2026-03-23,1393.56,1409.08,1384.6,1401.32,18979554
RELIANCE,2026-03-24,1413.46,1415.85,1400.13,1405.3,18620893
RELIANCE,2026-03-25,1413.46,1423.92,1401.92,1406.6,19041331
RELIANCE,2026-03-27,1394.55,1398.24,1338.81,1341.9,23266517
RELIANCE,2026-03-30,1328.86,1358.72,1327.96,1337.71,24393861
RELIANCE,2026-04-01,1377.83,1378.03,1356.63,1362.9,14404619
RELIANCE,2026-04-02,1350.75,1351.95,1321.89,1344.28,21280051
RELIANCE,2026-04-06,1352.75,1352.75,1284.06,1298.7,29274881
RELIANCE,2026-04-07,1289.04,1302.28,1285.06,1298.6,28388922
RELIANCE,2026-04-08,1342.79,1344.38,1320.1,1341.6,21817543
RELIANCE,2026-04-09,1339.81,1343.79,1320.2,1323.88,20725390
RELIANCE,2026-04-10,1330.85,1346.08,1325.37,1343.99,19364461
RELIANCE,2026-04-13,1315.12,1321.49,1303.97,1309.05,28753269
RELIANCE,2026-04-15,1330.85,1340.8,1328.06,1337.91,15313779
RELIANCE,2026-04-16,1345.78,1347.57,1323.88,1337.12,30211012
RELIANCE,2026-04-17,1333.83,1362.1,1333.83,1358.72,13869105
RELIANCE,2026-04-20,1356.93,1366.68,1346.57,1357.03,13614733
RELIANCE,2026-04-21,1352.75,1363.5,1343.89,1347.07,27293629
RELIANCE,2026-04-22,1344.09,1359.71,1342.89,1355.83,9525953
RELIANCE,2026-04-23,1339.81,1349.26,1334.53,1337.22,16385079
RELIANCE,2026-04-24,1333.83,1339.71,1318.9,1321.69,11744802
RELIANCE,2026-04-27,1306.96,1365.29,1304.97,1359.51,24673098
RELIANCE,2026-04-28,1351.75,1388.78,1350.75,1382.51,41027699
RELIANCE,2026-04-29,1385.59,1427.2,1384.9,1418.84,30542143
RELIANCE,2026-04-30,1402.52,1430.39,1386.69,1424.22,30957881
RELIANCE,2026-05-01,1424.22,1424.22,1424.22,1424.22,0
RELIANCE,2026-05-04,1426.8,1460.65,1426.8,1456.37,24035700
RELIANCE,2026-05-05,1453.28,1466.62,1443.33,1456.86,23543341
RELIANCE,2026-05-06,1456.27,1466.52,1420.93,1431.28,14221786
RELIANCE,2026-05-07,1432.18,1442.83,1423.72,1429.59,19816903
RELIANCE,2026-05-08,1419.44,1436.16,1410.98,1428.59,8663105
RELIANCE,2026-05-11,1413.46,1421.43,1375.64,1381.81,15261787
RELIANCE,2026-05-12,1385.59,1387.09,1354.04,1357.72,24357500
RELIANCE,2026-05-13,1355.13,1366.08,1346.18,1352.55,13797989
RELIANCE,2026-05-14,1358.92,1371.66,1352.15,1355.53,17303059
RELIANCE,2026-05-15,1350.56,1358.52,1323.08,1330.25,19976192
RELIANCE,2026-05-18,1327.86,1335.82,1312.63,1329.75,13022473
RELIANCE,2026-05-19,1332.54,1337.81,1312.33,1316.61,21665501
RELIANCE,2026-05-20,1312.63,1356.63,1306.56,1353.44,13248515
RELIANCE,2026-05-21,1360.91,1364.59,1339.01,1343.39,17150630
RELIANCE,2026-05-22,1343.79,1361.11,1342.89,1348.27,7105813
RELIANCE,2026-05-25,1360.51,1364.79,1350.75,1360.71,6750071
RELIANCE,2026-05-26,1353.84,1362.2,1346.18,1350.06,13769747
RELIANCE,2026-05-27,1346.77,1354.74,1342.39,1344.28,13215138
RELIANCE,2026-05-28,1344.28,1344.28,1344.28,1344.28,0
RELIANCE,2026-05-29,1357.72,1362.7,1310.94,1315.12,42634247
RELIANCE,2026-06-01,1326.37,1329.35,1312.43,1313.92,10700603
RELIANCE,2026-06-02,1301.68,1321.69,1294.32,1308.55,23302785
RELIANCE,2026-06-03,1308.95,1317.91,1295.01,1307.16,20012293
RELIANCE,2026-06-04,1295.01,1305.17,1287.15,1297.7,23474327
RELIANCE,2026-06-05,1304.5,1306.0,1288.0,1291.0,17785223
RELIANCE,2026-06-08,1277.0,1282.6,1259.2,1263.3,16494759
RELIANCE,2026-06-09,1269.0,1274.2,1257.5,1269.2,23620214
RELIANCE,2026-06-10,1275.0,1300.5,1254.4,1258.8,21012796
RELIANCE,2026-06-11,1258.0,1276.0,1253.2,1263.0,13117486
RELIANCE,2026-06-12,1277.0,1297.0,1262.5,1293.0,11988785
RELIANCE,2026-06-15,1315.3,1325.0,1303.3,1307.0,18633321
RELIANCE,2026-06-16,1313.4,1333.4,1306.4,1328.8,18513223
RELIANCE,2026-06-17,1333.0,1334.0,1317.0,1332.7,10029170
RELIANCE,2026-06-18,1330.0,1333.9,1322.0,1328.1,15494549
RELIANCE,2026-06-19,1328.0,1338.2,1305.3,1309.5,24887034
RELIANCE,2026-06-22,1316.7,1344.9,1314.1,1326.5,12931213
RELIANCE,2026-06-23,1328.9,1333.0,1304.0,1309.5,15400184
RELIANCE,2026-06-24,1305.7,1322.0,1297.5,1313.6,11030917
RELIANCE,2026-06-25,1318.0,1328.0,1314.6,1318.1,12694362
RELIANCE,2026-06-26,1318.1,1318.1,1318.1,1318.1,0
RELIANCE,2026-06-29,1308.0,1313.7,1292.6,1301.0,13757656
RELIANCE,2026-06-30,1306.9,1306.9,1290.0,1293.9,15695263
RELIANCE,2026-07-01,1298.9,1312.2,1296.5,1308.0,7001401
RELIANCE,2026-07-02,1310.0,1313.2,1299.0,1303.5,17795024
RELIANCE,2026-07-03,1312.0,1312.0,1302.0,1304.0,7839550
RELIANCE,2026-07-06,1304.0,1325.6,1299.4,1321.3,7610709
RELIANCE,2026-07-07,1323.5,1328.0,1304.1,1308.4,14335554
RELIANCE,2026-07-08,1297.0,1302.3,1271.6,1275.9,19960868
RELIANCE,2026-07-09,1277.1,1296.5,1274.2,1279.8,14651963
RELIANCE,2026-07-10,1291.9,1311.1,1287.8,1307.8,8412537
RELIANCE,2026-07-13,1300.0,1306.4,1295.0,1296.9,9488352
RELIANCE,2026-07-14,1290.0,1308.0,1286.9,1293.0,13511284
RELIANCE,2026-07-15,1294.1,1310.9,1294.1,1295.5,9577965
RELIANCE,2026-07-16,1295.5,1309.4,1291.8,1296.6,15631046
RELIANCE,2026-07-17,1300.0,1330.3,1296.1,1327.2,18302218
RELIANCE,2026-07-20,1317.2,1345.9,1314.9,1323.1,14305844
RELIANCE,2026-07-21,1321.0,1326.9,1302.7,1303.7,12753410
RELIANCE,2026-07-22,1302.0,1304.6,1280.7,1288.6,10840383
RELIANCE,2026-07-23,1283.0,1287.3,1268.0,1272.2,12580741
RELIANCE,2026-07-24,1265.0,1283.4,1249.8,1278.0,9817000
RELIANCE,2026-07-27,1288.2,1288.7,1278.0,1280.0,7163132
RELIANCE,2026-07-28,1275.0,1279.2,1265.9,1267.7,9312184
RELIANCE,2026-07-29,1275.0,1282.4,1268.7,1275.9,9448307
RELIANCE,2026-07-30,1279.8,1297.0,1275.3,1292.9,12158451
RELIANCE,2026-07-31,1295.0,1309.7,1293.6,1307.8,8624996
RELIANCE,2026-08-03,1315.2,1319.0,1306.0,1319.0,7508023
RELIANCE,2026-08-04,1315.0,1315.0,1286.4,1290.9,10759546
RELIANCE,2026-08-05,1293.0,1299.0,1270.1,1280.0,24820782
RELIANCE,2026-08-06,1285.0,1325.2,1281.2,1325.0,20342297
RELIANCE,2026-08-07,1320.0,1337.0,1316.6,1334.8,9885638
RELIANCE,2026-08-10,1330.1,1332.9,1321.3,1327.3,8207102
RELIANCE,2026-08-11,1326.6,1328.7,1314.1,1323.9,9953124
RELIANCE,2026-08-12,1323.9,1329.0,1309.2,1329.0,7901012
RELIANCE,2026-08-13,1327.8,1327.8,1307.2,1317.0,9397301
RELIANCE,2026-08-14,1317.0,1317.5,1301.5,1310.0,10497358
RELIANCE,2026-08-17,1314.0,1320.8,1298.1,1316.0,13383867
RELIANCE,2026-08-18,1314.0,1328.6,1311.2,1322.0,10180567
RELIANCE,2026-08-19,1320.3,1321.6,1303.5,1311.0,7489365
RELIANCE,2026-08-20,1315.5,1316.5,1307.0,1313.2,5546227
RELIANCE,2026-08-21,1314.0,1316.0,1308.0,1316.0,5434871
RELIANCE,2026-08-24,1316.6,1320.0,1302.4,1309.8,7277167
RELIANCE,2026-08-25,1304.3,1317.1,1300.0,1317.0,7115355
RELIANCE,2026-08-26,1310.0,1315.6,1298.0,1298.0,5744474
RELIANCE,2026-08-27,1305.0,1308.4,1282.2,1282.2,11271497
RELIANCE,2026-08-28,1284.9,1291.8,1280.0,1287.0,6830228
RELIANCE,2026-08-31,1278.7,1297.6,1271.0,1277.0,34871137
RELIANCE,2026-09-01,1285.0,1311.8,1280.0,1309.0,12617528
RELIANCE,2026-09-02,1298.0,1321.9,1293.1,1313.1,13497841
RELIANCE,2026-09-03,1313.1,1316.8,1302.5,1302.5,9721454
RELIANCE,2026-09-04,1304.1,1333.0,1304.1,1329.0,12396295
TCS,2026-03-04,2575.76,2585.57,2532.0,2539.26,3446434
TCS,2026-03-05,2551.23,2560.55,2498.64,2530.43,2960636
TCS,2026-03-06,2523.76,2570.07,2505.7,2509.63,3998643
TCS,2026-03-09,2482.54,2511.98,2458.01,2479.99,3653428
TCS,2026-03-10,2493.34,2497.46,2443.39,2465.96,4323710
TCS,2026-03-11,2461.05,2473.71,2413.95,2418.66,2720664
TCS,2026-03-12,2413.66,2426.51,2390.31,2396.59,2752075
TCS,2026-03-13,2391.29,2400.02,2352.04,2365.28,2466488
TCS,2026-03-16,2364.79,2379.51,2321.72,2364.01,3807907
TCS,2026-03-17,2374.61,2374.61,2315.73,2346.84,2993367
TCS,2026-03-18,2364.79,2436.33,2364.79,2395.02,3082388
TCS,2026-03-19,2371.66,2378.53,2306.12,2311.81,2757060
TCS,2026-03-20,2341.24,2362.64,2319.85,2345.76,4206320
TCS,2026-03-23,2320.64,2361.65,2303.96,2339.09,3860515
TCS,2026-03-24,2359.0,2389.72,2334.47,2353.8,3420182
TCS,2026-03-25,2355.86,2376.18,2325.35,2332.81,5843778
TCS,2026-03-27,2358.81,2376.67,2340.26,2344.97,4979411
TCS,2026-03-30,2330.55,2353.02,2302.19,2314.65,6804756
TCS,2026-04-01,2383.44,2425.63,2352.92,2363.03,4132661
TCS,2026-04-02,2341.24,2423.57,2331.14,2404.73,5378361
TCS,2026-04-06,2427.59,2435.44,2402.28,2427.5,2572417
TCS,2026-04-07,2414.84,2496.18,2402.08,2492.16,4516550
TCS,2026-04-08,2523.76,2531.9,2492.45,2511.2,4769337
TCS,2026-04-09,2506.09,2556.14,2483.62,2540.44,5628261
TCS,2026-04-10,2517.67,2517.67,2454.18,2476.95,10480239
TCS,2026-04-13,2443.2,2457.91,2423.67,2426.22,3739587
TCS,2026-04-15,2454.97,2511.0,2446.63,2506.98,5261384
TCS,2026-04-16,2523.75,2545.34,2510.02,2528.56,3905403
TCS,2026-04-17,2521.79,2540.44,2507.96,2533.08,2718206
TCS,2026-04-20,2538.57,2545.34,2513.16,2531.21,2288558
TCS,2026-04-21,2511.98,2564.97,2511.98,2561.53,2719959
TCS,2026-04-22,2531.61,2531.61,2456.64,2490.88,5232045
TCS,2026-04-23,2481.56,2511.49,2469.1,2474.5,2509050
TCS,2026-04-24,2441.33,2458.01,2343.99,2351.94,5107719
TCS,2026-04-27,2351.94,2412.87,2351.94,2401.69,5853425
TCS,2026-04-28,2398.16,2440.35,2381.87,2398.84,4508363
TCS,2026-04-29,2405.02,2441.23,2401.69,2428.28,2835961
TCS,2026-04-30,2432.5,2444.27,2392.27,2427.5,3970446
TCS,2026-05-01,2427.5,2427.5,2427.5,2427.5,0
TCS,2026-05-04,2447.22,2451.44,2379.51,2385.69,2632358
TCS,2026-05-05,2384.42,2414.25,2366.95,2381.77,3385720
TCS,2026-05-06,2396.1,2424.65,2361.36,2389.72,3147628
TCS,2026-05-07,2392.46,2393.94,2353.02,2356.35,5829594
TCS,2026-05-08,2353.02,2361.85,2330.55,2349.49,3792199
TCS,2026-05-11,2326.53,2369.7,2326.53,2348.01,1975188
TCS,2026-05-12,2330.45,2330.45,2240.18,2257.15,6347884
TCS,2026-05-13,2262.74,2265.88,2226.44,2230.17,3171843
TCS,2026-05-14,2222.51,2222.51,2165.01,2203.87,5633313
TCS,2026-05-15,2209.76,2261.67,2209.76,2221.53,3410637
TCS,2026-05-18,2221.53,2249.89,2209.95,2240.37,3773336
TCS,2026-05-19,2256.86,2333.0,2254.01,2283.45,10394707
TCS,2026-05-20,2280.31,2298.07,2274.32,2283.74,2537422
TCS,2026-05-21,2287.28,2292.08,2270.59,2283.55,3299087
TCS,2026-05-22,2287.37,2296.11,2264.81,2273.83,2617262
TCS,2026-05-25,2312.32,2313.42,2280.5,2295.61,3298364
TCS,2026-05-26,2295.61,2315.21,2260.01,2263.79,3587597
TCS,2026-05-27,2262.59,2283.08,2248.57,2271.74,2653950
TCS,2026-05-28,2271.74,2271.74,2271.74,2271.74,0
TCS,2026-05-29,2278.51,2321.27,2222.81,2246.58,16331582
TCS,2026-06-01,2271.55,2322.27,2267.57,2284.87,7505095
TCS,2026-06-02,2307.35,2444.0,2303.57,2433.56,11306127
TCS,2026-06-03,2379.95,2379.95,2212.67,2229.48,15660062
TCS,2026-06-04,2229.48,2240.81,2204.51,2228.78,4867263
TCS,2026-06-05,2250.56,2259.41,2180.05,2186.91,5019717
TCS,2026-06-08,2158.17,2165.13,2131.61,2139.67,6536734
TCS,2026-06-09,2162.15,2162.15,2121.17,2139.27,4148655
TCS,2026-06-10,2139.57,2168.91,2133.1,2142.15,2848650
TCS,2026-06-11,2115.4,2142.85,2098.49,2123.95,3079815
TCS,2026-06-12,2138.28,2156.18,2126.34,2149.61,2124656
TCS,2026-06-15,2180.05,2180.05,2147.53,2150.21,3337083
TCS,2026-06-16,2155.18,2196.95,2148.82,2187.01,3079898
TCS,2026-06-17,2196.95,2218.83,2188.7,2210.88,2865010
TCS,2026-06-18,2196.95,2201.93,2170.1,2191.29,3735188
TCS,2026-06-19,2093.52,2126.34,2048.67,2113.41,13286502
TCS,2026-06-22,2120.57,2145.24,2109.43,2116.2,4566101
TCS,2026-06-23,2099.49,2102.47,2043.79,2048.37,6392736
TCS,2026-06-24,2049.76,2109.14,2049.76,2097.5,4747277
TCS,2026-06-25,2121.97,2136.78,2076.61,2083.28,4738903
TCS,2026-06-26,2083.28,2083.28,2083.28,2083.28,0
TCS,2026-06-29,2078.6,2093.52,2059.71,2086.46,3412470
TCS,2026-06-30,2078.6,2092.83,2007.79,2020.42,6848411
TCS,2026-07-01,2028.78,2040.81,1966.02,1971.79,4658295
TCS,2026-07-02,1997.05,2065.57,1991.58,2056.82,6040621
TCS,2026-07-03,2088.55,2105.06,2073.63,2082.08,4028819
TCS,2026-07-06,2078.6,2081.59,2039.42,2046.38,2567386
TCS,2026-07-07,2038.82,2111.12,2037.83,2084.67,4769048
TCS,2026-07-08,2082.58,2098.2,2037.63,2046.28,3666985
TCS,2026-07-09,2046.28,2053.74,2005.01,2038.32,3791498
TCS,2026-07-10,2093.72,2121.67,2053.34,2057.72,6714551
TCS,2026-07-13,2063.68,2192.88,2053.84,2169.6,12382622
TCS,2026-07-14,2171.0,2215.85,2167.12,2188.6,9546290
TCS,2026-07-15,2174.1,2202.9,2145.4,2189.2,5426489
TCS,2026-07-16,2206.0,2231.4,2187.8,2201.0,5197595
TCS,2026-07-17,2224.8,2275.0,2215.1,2269.0,5615138
TCS,2026-07-20,2280.1,2283.4,2245.1,2251.1,2202693
TCS,2026-07-21,2245.1,2259.9,2218.5,2221.1,2382160
TCS,2026-07-22,2216.0,2226.8,2201.0,2208.3,1599665
TCS,2026-07-23,2204.0,2250.0,2193.6,2242.9,2503539
TCS,2026-07-24,2205.1,2264.3,2205.1,2254.3,3211699
TCS,2026-07-27,2286.0,2315.0,2272.4,2295.6,4007292
TCS,2026-07-28,2325.0,2417.4,2323.0,2398.0,8248513
TCS,2026-07-29,2440.0,2475.5,2415.1,2446.6,7169419
TCS,2026-07-30,2440.0,2495.0,2423.0,2431.8,4901582
TCS,2026-07-31,2385.0,2391.0,2326.1,2365.6,4343683
TCS,2026-08-03,2383.9,2473.7,2383.0,2473.7,3036839
TCS,2026-08-04,2463.1,2467.4,2435.1,2460.0,2792792
TCS,2026-08-05,2460.0,2460.9,2408.0,2413.0,3014409
TCS,2026-08-06,2417.0,2434.5,2368.5,2373.0,2729141
TCS,2026-08-07,2375.0,2457.7,2375.0,2452.7,4547979
TCS,2026-08-10,2452.7,2472.9,2423.5,2425.7,2322023
TCS,2026-08-11,2438.0,2456.6,2428.0,2445.7,1514105
TCS,2026-08-12,2445.7,2445.8,2300.1,2349.7,7022647
TCS,2026-08-13,2349.7,2375.0,2332.3,2375.0,2123494
TCS,2026-08-14,2375.1,2390.0,2333.4,2361.0,2232160
TCS,2026-08-17,2351.0,2361.1,2310.6,2313.2,2237636
TCS,2026-08-18,2300.0,2307.0,2280.0,2280.0,1797822
TCS,2026-08-19,2293.6,2308.2,2258.3,2289.0,3368922
TCS,2026-08-20,2319.4,2329.0,2288.1,2298.0,2047848
TCS,2026-08-21,2290.1,2307.2,2263.3,2302.0,2066749
TCS,2026-08-24,2302.4,2321.6,2279.5,2284.1,1542723
TCS,2026-08-25,2305.0,2313.5,2262.0,2296.2,3041609
TCS,2026-08-26,2305.1,2306.3,2266.4,2270.0,1660737
TCS,2026-08-27,2270.0,2283.6,2243.9,2248.4,1709113
TCS,2026-08-28,2272.0,2348.5,2263.3,2342.0,4054069
TCS,2026-08-31,2342.0,2399.3,2306.2,2399.3,2905846
TCS,2026-09-01,2355.0,2372.0,2325.0,2369.0,2678034
TCS,2026-09-02,2347.9,2363.0,2303.5,2348.0,2533005
TCS,2026-09-03,2353.6,2353.6,2316.1,2320.1,1892786
TCS,2026-09-04,2330.0,2363.9,2302.4,2309.0,2492962
